Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*SPICE,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE,TORTIE,Spayed,KITTN,6/25/2022,K22-042620,CA02,A413399,9/27/2022,10/29/2022,32,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
WEASEL,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,KITTN,3/20/2021,K21-038610,WESTFARM,A405025,5/26/2021,6/10/2021,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*WINNIE,DOG,GREAT PYRENEES/MIX,GREAT PYRENEES,TRICOLOR,TRICOLOR,Spayed,MED,6/17/2021,K22-040718,DA08,A410075,2/17/2022,3/24/2022,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
BUBBA,DOG,PIT BULL,PIT BULL,BLUE/WHITE,BLUE,Neutered,PUPPY,6/24/2020,K20-036732,TX,A400408,9/14/2020,4/21/2021,219,CONFISCATE,FLD_CRUEL,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
*THYME,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,SMALL,4/13/2022,K23-044375,CA02,A416699,4/13/2023,5/20/2023,37,STRAY,OVER THE COUNTER,ADOPTION,,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
CASH,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,LARGE,3/25/2018,K22-042927,DA48,A393405,10/22/2022,12/31/2022,70,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,94922,"94922(38.3468283, -122.9728609)",1,1825
*DAISY,CAT,SIAMESE/MIX,SIAMESE,CALICO PT/WHITE,CALICO PT,Spayed,KITTN,6/3/2020,K20-037227,CA03,A401230,11/3/2020,12/1/2020,28,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,95117,"95117(37.30545, -121.96103)",1,11851
*RUFF,DOG,AKITA/GERM SHEPHERD,AKITA,TAN/WHITE,TAN,Neutered,LARGE,11/26/2020,K22-041150,DA38,A411087,4/19/2022,6/15/2022,57,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
*PEBBLES,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,TAN,TAN,Spayed,LARGE,12/18/2019,K20-037452,DA43,A401614,12/1/2020,1/2/2021,32,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,90034,"90034(34.03621, -118.3875)",1,23451
MISS MOLLY,CAT,DOMESTIC SH,DOMESTIC SH,BLUE CREAM/CALICO,BLUE CREAM,Spayed,SMALL,5/10/2020,K22-041151,CS05,A411100,4/21/2022,5/11/2022,20,STRAY,PHONE,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*CORAL,DOG,ALASKAN HUSKY/MIX,ALASKAN HUSKY,WHITE,WHITE,Spayed,MED,5/11/2020,K21-038336,DA44,A403943,4/23/2021,6/18/2021,56,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
,OTHER,DUCK,DUCK,WHITE,WHITE,Female,SMALL,,K23-045221,LS03,A418732,6/30/2023,8/1/2023,32,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
RICO,DOG,POODLE MIN,POODLE MIN,RED/WHITE,RED,Neutered,SMALL,5/19/2021,K22-041542,DA01,A408699,6/4/2022,6/25/2022,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94608,"94608(37.84288, -122.2856)",0,1485
*SAGE,DOG,SIBERIAN HUSKY/MIX,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Spayed,MED,4/27/2021,K23-044278,DA04,A416496,4/3/2023,7/29/2023,117,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*SALLY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/CALICO,BRN TABBY,Spayed,SMALL,10/12/2021,K23-044362,CA02,A416677,4/12/2023,5/3/2023,21,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
ARLO,DOG,LABRADOR RETR/BORDER COLLIE,LABRADOR RETR,BLACK/WHITE,BLACK,Neutered,PUPPY,12/25/2021,K21-040379,DA16,A408579,12/25/2021,3/23/2022,88,STRAY,PHONE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*DAHLIA,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,2/27/2020,K20-037141,CA02,A401077,10/22/2020,1/15/2021,85,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
BON BON,DOG,POODLE MIN,POODLE MIN,WHITE,WHITE,Neutered,TOY,4/7/2021,K22-042625,DA05,A413406,9/25/2022,10/8/2022,13,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
ANNIE,DOG,BOXER/PIT BULL,BOXER,WHITE/TAN,WHITE,Spayed,LARGE,10/29/2018,K20-037204,DA10,A401168,10/29/2020,2/6/2021,100,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*ORVILLE,CAT,DOMESTIC SH,DOMESTIC SH,BUFF,BUFF,Neutered,SMALL,4/18/2020,K20-037545,WESTFARM,A401810,12/18/2020,1/2/2021,15,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*HUCKLEBERRY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,SMALL,3/20/2022,K22-042450,CA02,A413144,9/7/2022,10/1/2022,24,STRAY,PHONE,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*ROLO,DOG,CHIHUAHUA SH,CHIHUAHUA SH,BLACK/WHITE,BLACK,Neutered,SMALL,3/28/2020,K21-039453,DA01,A406476,8/26/2021,10/13/2021,48,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*OLIVIA,CAT,DOMESTIC LH,DOMESTIC LH,TORTIE,TORTIE,Spayed,KITTN,6/30/2022,K22-042292,LOBBY,A412938,8/20/2022,9/17/2022,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*TWIX,DOG,ALASKAN HUSKY,ALASKAN HUSKY,WHITE/GRAY,WHITE,Spayed,PUPPY,5/1/2022,K22-042949,RECEIVING,A412700,10/25/2022,5/11/2023,198,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,REFERRAL-O,UNKNOWN,PENDING,OUT OF COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*CLAUS,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Neutered,SMALL,12/27/2021,K22-042973,WESTFARM,A413933,10/27/2022,12/21/2022,55,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*PHILLIP,DOG,PIT BULL/MIX,PIT BULL,GRAY,GRAY,Neutered,MED,7/26/2022,K23-044614,DA03,A417359,5/9/2023,7/22/2023,74,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*SPROUT,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK/TAN,BLACK,Spayed,PUPPY,7/20/2022,K23-043653,DA04,A415089,1/20/2023,3/10/2023,49,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*DANIEL CRAIG,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,2/18/2021,K21-039137,CA03,A406008,7/27/2021,8/7/2021,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541355, -122.80026)",1,31428
*SNOOP,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,SMALL,8/4/2019,K21-039232,CA02,A406151,8/4/2021,9/11/2021,38,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
COCO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,8/19/2017,K21-039377,CA02,A406364,8/21/2021,12/4/2021,105,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.5818482, -122.5799026)",1,574
ATHENA,DOG,SCHNAUZER MIN/MIX,SCHNAUZER MIN,BLACK/BROWN,BLACK,Spayed,SMALL,5/26/2018,K21-038530,DS57,A404856,5/17/2021,6/5/2021,19,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94587,"94587(37.601825, -122.02358)",1,1177
*CAITLIN,CAT,DOMESTIC MH,DOMESTIC MH,GRAY,GRAY,Spayed,KITTN,5/4/2021,K21-038715,LOBBY,A405199,6/4/2021,7/15/2021,41,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*BEAU,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,6/3/2020,K20-037225,CA03,A401228,11/3/2020,12/5/2020,32,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.46382, -122.67058)",1,26080
DOMINO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,10/27/2020,K21-037798,CA03,A402288,1/30/2021,2/6/2021,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*ROMAN,DOG,GERM SHEPHERD,GERM SHEPHERD,BROWN/BLACK,BROWN,Neutered,LARGE,11/16/2014,K21-039869,DA43,A407104,10/7/2021,1/29/2022,114,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*DAVID,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,1/27/2021,K23-043709,CA02,A415202,1/27/2023,2/16/2023,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94960,"94960(37.9766887, -122.5617065)",1,11142
*GANDALF,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,SMALL,4/27/2022,K22-043138,CA03,A414164,11/15/2022,1/31/2023,77,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*MONICA,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Spayed,SMALL,6/4/2019,K21-038714,CS06,A405198,6/4/2021,6/25/2021,21,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*HUEY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,SMALL,2/5/2022,K22-041335,CA03,A411370,5/10/2022,5/28/2022,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*CUTIE,OTHER,HAVANA/MIX,HAVANA,SEAL PT,SEAL PT,Neutered,SMALL,6/12/2022,K22-041619,CA01,A411992,6/14/2022,1/5/2023,205,STRAY,BORN_HERE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.4062, -122.947145)",1,31039
*LUKE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,3/5/2022,K22-041841,WESTFARM,A412283,7/5/2022,7/24/2022,19,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
DANNI,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,SMALL,4/6/2013,K22-040975,WESTFARM,A410715,3/25/2022,4/26/2022,32,OWNER SURRENDER,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
WILLOW,DOG,AUST SHEPHERD/MIX,AUST SHEPHERD,TRICOLOR,TRICOLOR,Spayed,MED,3/2/2018,K20-036364,FOSTER,A399309,8/5/2020,1/2/2021,150,CONFISCATE,FLD_HOSPTL,ADOPTION,VOLUNTEER,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95425,"95425(38.79895, -123.01762)",1,23501
*CODY,DOG,SIBERIAN HUSKY/MIX,SIBERIAN HUSKY,WHITE/GRAY,WHITE,Neutered,SMALL,11/15/2022,K23-044037,DS95,A416035,3/7/2023,3/17/2023,10,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*BISCUIT,DOG,PARSON RUSS TER/MIX,PARSON RUSS TER,TAN/WHITE,TAN,Spayed,SMALL,12/24/2020,K22-041736,DA06,A412148,6/24/2022,7/14/2022,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.3260186, -122.706422)",1,1832
*SLEEPY TIME,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,KITTN,3/16/2021,K21-039073,CA03,A405904,7/21/2021,8/18/2021,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*MARLEY,DOG,SIBERIAN HUSKY/MIX,SIBERIAN HUSKY,WHITE,WHITE,Neutered,MED,8/20/2021,K22-043306,DA41,A412940,12/8/2022,12/20/2022,12,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*PUMPKIN,CAT,DOMESTIC MH,DOMESTIC MH,ORG TABBY/WHITE,ORG TABBY,Spayed,KITTN,7/25/2022,K22-042617,LOBBY,A413396,9/27/2022,12/23/2022,87,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*BOO,DOG,POODLE MIN/MIX,POODLE MIN,WHITE,WHITE,Neutered,SMALL,7/26/2020,K22-042072,MAC,A412609,7/26/2022,8/27/2022,32,STRAY,FIELD,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
BOOMER,DOG,PIT BULL,PIT BULL,BLACK/WHITE,BLACK,Neutered,SMALL,6/10/2022,K22-042207,DA48,A412804,8/10/2022,10/11/2022,62,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*BRIE,DOG,PARSON RUSS TER/MIX,PARSON RUSS TER,TAN/BLACK,TAN,Spayed,SMALL,7/13/2018,K21-038789,DA48,A405341,6/16/2021,7/20/2021,34,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94577,"94577(37.721735, -122.15215)",1,1169
*SUNFLOWER,CAT,DOMESTIC SH,DOMESTIC SH,ORANGE,ORANGE,Spayed,SMALL,7/3/2022,K22-042911,LOBBY,A413788,10/21/2022,12/2/2022,42,CONFISCATE,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*MUDDY,CAT,DOMESTIC SH,DOMESTIC SH,ORANGE/WHITE,ORANGE,Neutered,KITTN,3/10/2023,K23-044992,LOBBY,A418165,6/9/2023,7/6/2023,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
HUNTER,DOG,PIT BULL/MIX,PIT BULL,BLACK/WHITE,BLACK,Neutered,MED,10/1/2019,K20-036599,DA06,A399200,8/30/2020,1/2/2021,125,STRAY,FIELD,ADOPTION,VOLUNTEER,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*CHANCE,DOG,TR WALKER HOUND/MIX,TR WALKER HOUND,BLACK/WHITE,BLACK,Neutered,MED,4/19/2022,K22-042019,DA05,A412517,7/19/2022,8/25/2022,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*JEFFREY,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,MED,10/13/2021,K22-042572,DA34,A413326,9/21/2022,12/8/2022,78,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.237, -122.640695)",1,11138
*DANDELION,DOG,GREAT PYRENEES,GREAT PYRENEES,WHITE,WHITE,Spayed,LARGE,10/8/2018,K20-037012,DA15,A400859,10/8/2020,11/17/2020,40,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*LAZULI,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,9/1/2021,K21-040165,CA03,A407919,11/20/2021,12/23/2021,33,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
SUNNY,DOG,CATAHOULA,CATAHOULA,TRICOLOR,TRICOLOR,Spayed,MED,1/13/2020,K21-040202,DA21,A408033,11/27/2021,1/18/2022,52,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
SAAV,DOG,PIT BULL,PIT BULL,TAN/WHITE,TAN,Neutered,LARGE,1/1/2018,K22-043047,DA08,A414029,11/4/2022,12/22/2022,48,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
JOSIE,DOG,AUST CATTLE DOG,AUST CATTLE DOG,BLACK/WHITE,BLACK,Spayed,SMALL,8/16/2022,K22-043360,DA46,A414462,12/16/2022,1/25/2023,40,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
BINX,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,SMALL,7/2/2020,K20-037350,CA02,A400736,11/17/2020,12/19/2020,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*WIDGET,CAT,DOMESTIC SH,DOMESTIC SH,BLK TABBY,BLK TABBY,Neutered,KITTN,4/12/2023,K23-044621,LOBBY,A417372,5/10/2023,7/14/2023,65,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*CHRISTOPHER,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,KITTN,4/15/2022,K22-041689,CA03,A411883,6/21/2022,7/9/2022,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*BADGER,DOG,WELSH CORGI PEM/MIX,WELSH CORGI PEM,BROWN,BROWN,Neutered,SMALL,4/13/2022,K23-044126,DA46,A416269,3/18/2023,4/29/2023,42,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95452,"95452(38.41486, -122.55125)",1,31020
,OTHER,GOAT,GOAT,WHITE,WHITE,Female,LARGE,,K22-040690,AUC YARD,A409951,2/11/2022,2/11/2022,0,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
ROCKY,DOG,POODLE MIN/MIX,POODLE MIN,WHITE,WHITE,Neutered,SMALL,12/24/2018,K23-045280,DA28,A407510,7/6/2023,7/15/2023,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*JINX,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,SMALL,11/29/2019,K20-035113,CA02,A395675,1/18/2020,2/18/2020,31,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*GRAHAM,DOG,PIT BULL,PIT BULL,BLACK/TAN,BLACK,Neutered,MED,6/2/2011,K23-044655,DA24,A417429,5/12/2023,7/13/2023,62,STRAY,FIELD,ADOPTION,VOLUNTEER,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,*CLOVERDALE,95425,"95425(38.79895, -123.01762)",1,23501
*ZOOM,DOG,CHIHUAHUA SH/MIX,CHIHUAHUA SH,BLACK/WHITE,BLACK,Spayed,SMALL,5/5/2022,K23-044580,DA23,A417272,5/5/2023,5/27/2023,22,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
BUBBA,DOG,AKITA/GERM SHEPHERD,AKITA,BLACK/WHITE,BLACK,Neutered,LARGE,6/26/2014,K21-038915,DA38,A405610,6/30/2021,9/30/2021,92,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*BEYONCE,DOG,LABRADOR RETR/GREAT PYRENEES,LABRADOR RETR,WHITE,WHITE,Spayed,LARGE,7/27/2020,K22-042430,DA46,A412617,9/2/2022,9/8/2022,6,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,*HEALDSBURG,OUT OF COUNTY,94949,"94949(38.0698411, -122.5371098)",1,1842
*QUI-GON,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/ORANGE,WHITE,Neutered,SMALL,5/6/2022,K22-041865,LOBBY,A412315,7/6/2022,7/30/2022,24,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
SANDRA CERVANTES,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,KITTN,4/23/2020,K20-035900,WESTFARM,A397742,6/3/2020,8/29/2020,87,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
OREO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,9/21/2022,K22-042586,LOBBY,A413342,9/13/2022,12/16/2022,94,STRAY,BORN_HERE,ADOPTION,REFERRAL-F,UNKNOWN,HEALTHY,SANTA ROSA,,94501,"94501(37.76311, -122.238665)",1,320
SUKI,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,WHITE/GRAY,WHITE,Spayed,MED,9/29/2020,K22-041988,DA38,A410365,7/15/2022,11/12/2022,120,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)",1,23749
*DANIKA,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE,TORTIE,Spayed,KITTN,4/15/2021,K21-038821,WESTFARM,A405405,6/16/2021,6/25/2021,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
